state,cvap,white_pct,black_pct,hispanic_pct,nonwhite_pct,foreignborn_pct,female_pct,age29andunder_pct,age65andolder_pct,median_hh_inc,clf_unemploy_pct,lesshs_pct,lesscollege_pct,lesshs_whites_pct,lesscollege_whites_pct,rural_pct,ruralurban_cc,weight
Oklahoma,209848.341632717,66.92843332974678,7.135921791500591,9.842813569756752,33.07156667025322,5.818883271678194,50.45927212612071,41.52377870821701,14.498054360253363,48501.16911416562,6.043938458616604,12.700832730882249,75.36547680693418,9.707018708549292,72.68409647073102,33.177706945605834,3.016844407392012,0.07820098683063811
Oregon,266864.9155594037,77.00304876594161,1.766807700237076,12.42523416938142,22.996951234058386,9.808809906518063,50.49272185918221,37.62673371725201,15.934993811314015,54625.576106022025,8.159806150607952,10.063618680702671,68.54231172951714,6.570161817174954,66.44361060618459,18.697848521546113,2.231179124855265,0.09287121356426846
Pennsylvania,429550.38556585327,77.71291359488522,10.586877620321127,6.595474944925193,22.28708640511477,6.401474283002855,51.07123550050191,37.38583853835156,16.68688077270476,56751.76155745587,7.2505524329160576,10.517588351335991,70.61690339296088,8.476955037094907,68.15885530825943,21.13605186774453,1.9401183215520492,0.0449845129308654
Rhode Island,305912.1615262719,73.99570029521355,5.438453244266669,14.070769688883079,26.004299704786444,13.529086545072438,51.51243585767921,38.116588951446715,15.791220598373991,58483.27640918699,7.743939046011159,13.145029908346624,67.6226894414525,10.234742616848962,65.23303492510709,9.241254143798077,1,0.40559702876704634
South Carolina,172142.18483516233,63.85644742435008,27.124118723246266,5.3439939767571465,36.14355257564993,4.772178906032654,51.42647641327471,39.01576240458114,15.754751422298202,47359.625660834754,8.45961878177161,13.93759129487975,73.49259030488112,10.324591984743808,68.71324275027587,33.032904496647646,2.515218513198079,0.0478075086541822
South Dakota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tennessee,226199.953010144,74.52141559365603,16.68432343327567,4.999153177706384,25.478584406343966,4.815494297579618,51.25270902956914,39.044143036455814,15.034325701140606,47969.44666019854,7.608922213898553,13.901467683451926,74.41709832344647,11.369557711889478,70.90884268103663,33.15132067497678,2.494253138625802,0.04772234470076289
Texas,881336.383783501,43.42445134158133,11.629735163422017,38.62955171928336,56.57554865841867,16.672623809491128,50.36745400495281,43.92296681664322,11.487301640591568,55916.85472344544,6.484607544063163,17.855634277827097,71.96840461407088,6.480160227573246,61.67142010502688,14.894989669669794,1.835184177729733,0.05472249225784587
Utah,375891.0435191375,79.33989886810834,1.0257333825799302,13.495840324349228,20.66010113189166,8.302189608221587,49.70012823787056,49.44534831623776,10.016934453523865,63068.93998393041,5.073770627213666,8.354336741396308,68.08790608581465,4.673866321709088,65.47926609001115,9.29222505372895,2.1335044076044616,0.1991454460022247
Vermont,57877.2447460994,93.43791367331525,1.1257503005992817,1.7405217413520802,6.562086326684748,4.400007025959322,50.70475162435389,35.909678099286374,16.956993144899236,56866.504055096295,4.98364188159061,8.059044976041902,63.52542797488102,7.543967613082444,63.39520508119079,60.89130798137813,5.0842109129116375,0.11775207419343872
Virginia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Washington,632193.1567735206,70.38416851567888,3.4907946195370476,12.077723264866863,29.615831484321117,13.532662834896946,50.100973456507184,39.34642378370246,14.036780804468036,64487.89862276277,6.941654801330931,9.578705230803344,66.71705086114783,5.704047522937279,64.40540567205643,15.663497206702948,1.8328015567613054,0.1279327219885623
West Virginia,51972.79168643816,92.41987939929321,3.3793007065736704,1.4217601289643196,7.580120600706794,1.565902457732334,50.58371955460508,35.62070579364407,17.773978761621848,43318.276972653584,7.678835816653188,14.571160458654743,80.21183652420645,14.581012617721514,80.32715190819172,50.982280133772704,3.965588388877694,0.03587566918342104
Wisconsin,220942.93685286609,82.1497644226609,6.17549043424287,6.450356728420349,17.850235577339117,4.817510536425432,50.31876010243975,38.60835775643213,15.208526867493866,55672.93233454936,5.558896025922027,8.650736434714084,71.46462760472016,6.342755146998022,69.34011079165009,29.610967600151593,2.853898260199576,0.05277552309007141
Wyoming,35048.208330974965,84.36269893950386,1.059295506741517,9.671217040661794,15.63730106049614,3.552481952012678,48.940618734231066,40.58974767978952,13.842707652621064,59863.696817825534,4.939273479888646,7.600148500195485,73.91256438056935,5.719813538046267,72.28711893063206,34.93078058637701,5.3532019848069305,0.08104982350739512
